ts_utc,date_utc,time_utc,volume,range_pips
2022-06-09 11:50:00+0000,2022-06-09,11:50,8329.739999999885,31.6
2022-06-09 12:50:00+0000,2022-06-09,12:50,4980.639999999939,29.9
2022-06-09 13:20:00+0000,2022-06-09,13:20,4223.539999999985,30.6
2022-06-09 14:05:00+0000,2022-06-09,14:05,2031.310000000016,25.6
2022-06-10 12:30:00+0000,2022-06-10,12:30,6195.119999999925,45.3
2022-06-13 19:15:00+0000,2022-06-13,19:15,7109.950000000041,34.2
2022-06-15 07:45:00+0000,2022-06-15,07:45,4925.860000000018,40.1
2022-06-15 18:00:00+0000,2022-06-15,18:00,3644.538900000075,57.7
2022-06-15 18:15:00+0000,2022-06-15,18:15,2874.2000000000194,38.6
2022-06-15 18:35:00+0000,2022-06-15,18:35,3998.630000000048,59.1
2022-06-15 18:40:00+0000,2022-06-15,18:40,3934.1700000001297,35.6
2022-06-15 18:50:00+0000,2022-06-15,18:50,3243.4800000001,32.9
2022-06-16 11:25:00+0000,2022-06-16,11:25,3588.559999999993,31.2
2022-06-16 13:00:00+0000,2022-06-16,13:00,1658.010000000016,25.4
2022-06-16 17:25:00+0000,2022-06-16,17:25,3050.189999999997,26.2
2022-06-23 07:15:00+0000,2022-06-23,07:15,4996.349999999953,26.2
2022-06-24 14:00:00+0000,2022-06-24,14:00,3754.2600000000466,35.1
2022-06-29 07:00:00+0000,2022-06-29,07:00,4275.610000000044,28.7
2022-06-30 08:35:00+0000,2022-06-30,08:35,2979.059999999996,27.1
2022-06-30 14:50:00+0000,2022-06-30,14:50,2731.210000000025,29.2
2022-07-01 14:00:00+0000,2022-07-01,14:00,3188.329999999994,27.9
2022-07-05 08:45:00+0000,2022-07-05,08:45,1854.0600000000168,26.0
2022-07-07 09:00:00+0000,2022-07-07,09:00,2570.4500000000226,31.9
2022-07-08 07:40:00+0000,2022-07-08,07:40,2100.060000000015,25.2
2022-07-08 12:30:00+0000,2022-07-08,12:30,8394.120000000146,35.5
2022-07-08 12:35:00+0000,2022-07-08,12:35,6649.870000000003,25.5
2022-07-12 11:15:00+0000,2022-07-12,11:15,826.4199999999928,25.7
2022-07-13 12:25:00+0000,2022-07-13,12:25,2152.6000000000017,40.4
2022-07-13 12:30:00+0000,2022-07-13,12:30,4937.149999999935,63.1
2022-07-13 12:45:00+0000,2022-07-13,12:45,6892.51999999978,34.3
2022-07-13 12:50:00+0000,2022-07-13,12:50,7642.860000000073,28.6
2022-07-13 13:10:00+0000,2022-07-13,13:10,1845.4500000000305,26.1
2022-07-13 14:00:00+0000,2022-07-13,14:00,3031.7000000000467,25.9
2022-07-13 14:40:00+0000,2022-07-13,14:40,4087.9900000000425,28.2
2022-07-13 14:45:00+0000,2022-07-13,14:45,7083.140000000023,35.6
2022-07-14 13:20:00+0000,2022-07-14,13:20,2353.8699999999953,34.6
2022-07-14 13:50:00+0000,2022-07-14,13:50,2201.160000000036,26.6
2022-07-14 15:00:00+0000,2022-07-14,15:00,6535.3899999999385,41.0
2022-07-14 16:45:00+0000,2022-07-14,16:45,5987.499999999927,33.0
2022-07-15 12:30:00+0000,2022-07-15,12:30,6414.619999999928,25.9
2022-07-15 12:35:00+0000,2022-07-15,12:35,3432.8899999999926,27.8
2022-07-15 14:00:00+0000,2022-07-15,14:00,5023.009999999932,26.0
2022-07-18 07:05:00+0000,2022-07-18,07:05,3166.8799999999924,27.1
2022-07-19 07:30:00+0000,2022-07-19,07:30,4934.569999999996,29.9
2022-07-19 14:10:00+0000,2022-07-19,14:10,3302.4000000000005,29.0
2022-07-20 10:30:00+0000,2022-07-20,10:30,2537.619999999983,28.9
2022-07-20 12:50:00+0000,2022-07-20,12:50,2543.2900000000263,27.7
2022-07-21 12:15:00+0000,2022-07-21,12:15,8601.829999999816,55.6
2022-07-21 13:05:00+0000,2022-07-21,13:05,4553.469999999938,41.0
2022-07-21 13:10:00+0000,2022-07-21,13:10,5657.2499999998545,42.2
2022-07-21 13:25:00+0000,2022-07-21,13:25,4381.779999999929,33.6
2022-07-21 13:45:00+0000,2022-07-21,13:45,2242.7399999999943,27.7
2022-07-21 13:50:00+0000,2022-07-21,13:50,2753.310000000034,29.6
2022-07-22 07:15:00+0000,2022-07-22,07:15,3182.690000000025,26.0
2022-07-22 07:30:00+0000,2022-07-22,07:30,3396.070000000016,41.3
2022-07-22 13:45:00+0000,2022-07-22,13:45,7281.319999999815,28.9
2022-07-25 07:20:00+0000,2022-07-25,07:20,4424.910000000008,34.2
2022-07-25 08:00:00+0000,2022-07-25,08:00,3226.8700000000063,26.4
2022-07-25 14:25:00+0000,2022-07-25,14:25,3080.840000000005,32.5
2022-07-27 18:00:00+0000,2022-07-27,18:00,2169.110000000027,32.5
2022-07-27 18:30:00+0000,2022-07-27,18:30,3768.98999999995,37.0
2022-07-27 18:35:00+0000,2022-07-27,18:35,3549.6699999999155,47.3
2022-07-27 18:40:00+0000,2022-07-27,18:40,2871.799999999974,39.0
2022-07-27 18:50:00+0000,2022-07-27,18:50,2053.0800000000536,26.0
2022-08-01 14:00:00+0000,2022-08-01,14:00,7582.94000000007,29.8
2022-08-03 14:00:00+0000,2022-08-03,14:00,7324.869999999988,30.0
2022-08-05 12:30:00+0000,2022-08-05,12:30,7408.690000000098,64.9
2022-08-10 12:30:00+0000,2022-08-10,12:30,5615.449999999846,85.4
2022-08-10 12:35:00+0000,2022-08-10,12:35,4599.600000000046,30.0
2022-08-17 18:00:00+0000,2022-08-17,18:00,7256.040000000046,27.3
2022-08-23 07:30:00+0000,2022-08-23,07:30,5934.740000000044,26.1
2022-08-23 13:45:00+0000,2022-08-23,13:45,8558.760000000153,33.4
2022-08-24 14:50:00+0000,2022-08-24,14:50,6564.259999999949,34.5
2022-08-26 13:25:00+0000,2022-08-26,13:25,5997.859999999971,32.1
2022-08-26 14:00:00+0000,2022-08-26,14:00,8044.380000000053,46.6
2022-08-26 14:05:00+0000,2022-08-26,14:05,6591.609999999922,52.7
2022-09-01 14:00:00+0000,2022-09-01,14:00,6792.86999999993,38.2
2022-09-01 14:50:00+0000,2022-09-01,14:50,6193.1,25.0
2022-09-02 12:30:00+0000,2022-09-02,12:30,8417.890000000069,49.8
2022-09-02 16:20:00+0000,2022-09-02,16:20,3746.229999999954,31.5
2022-09-05 07:30:00+0000,2022-09-05,07:30,4553.74999999998,26.8
2022-09-08 12:10:00+0000,2022-09-08,12:10,3335.9399999999823,31.5
2022-09-08 12:15:00+0000,2022-09-08,12:15,9256.140000000252,33.1
2022-09-08 12:20:00+0000,2022-09-08,12:20,5540.080000000029,27.5
2022-09-08 12:55:00+0000,2022-09-08,12:55,4789.27000000007,32.2
2022-09-08 13:10:00+0000,2022-09-08,13:10,4078.2500000000855,28.1
2022-09-08 13:40:00+0000,2022-09-08,13:40,2679.3000000000234,27.8
2022-09-12 13:15:00+0000,2022-09-12,13:15,3734.1399999999458,26.8
2022-09-13 12:30:00+0000,2022-09-13,12:30,9892.35000000015,103.6
2022-09-13 12:35:00+0000,2022-09-13,12:35,8761.900000000114,36.3
2022-09-16 07:45:00+0000,2022-09-16,07:45,4757.019999999994,25.8
2022-09-21 06:00:00+0000,2022-09-21,06:00,6014.140000000083,28.9
2022-09-21 06:30:00+0000,2022-09-21,06:30,5480.610000000025,28.1
2022-09-21 18:00:00+0000,2022-09-21,18:00,8196.310000000025,59.7
2022-09-21 18:30:00+0000,2022-09-21,18:30,8188.39999999998,46.0
2022-09-21 18:35:00+0000,2022-09-21,18:35,10174.56000000017,36.3
2022-09-21 18:40:00+0000,2022-09-21,18:40,8753.710000000054,35.7
2022-09-21 18:45:00+0000,2022-09-21,18:45,8594.770000000159,29.4
2022-09-21 18:50:00+0000,2022-09-21,18:50,8611.610000000204,28.9
2022-09-21 19:10:00+0000,2022-09-21,19:10,8052.050000000193,28.7
2022-09-22 02:55:00+0000,2022-09-22,02:55,4865.779999999913,27.8
2022-09-22 08:00:00+0000,2022-09-22,08:00,4873.9399999999905,27.6
2022-09-22 08:40:00+0000,2022-09-22,08:40,7852.310000000088,27.1
2022-09-23 07:00:00+0000,2022-09-23,07:00,7764.020000000107,44.0
2022-09-26 00:55:00+0000,2022-09-26,00:55,7624.499999999912,108.2
2022-09-26 01:00:00+0000,2022-09-26,01:00,7318.889999999967,40.3
2022-09-26 01:05:00+0000,2022-09-26,01:05,6944.97000000003,42.5
2022-09-26 07:05:00+0000,2022-09-26,07:05,6924.130000000083,30.8
2022-09-26 15:30:00+0000,2022-09-26,15:30,6879.629999999914,27.8
2022-09-28 10:00:00+0000,2022-09-28,10:00,7761.789999999944,59.1
2022-09-28 10:05:00+0000,2022-09-28,10:05,9856.920000000173,32.7
2022-09-28 10:10:00+0000,2022-09-28,10:10,8349.400000000076,25.7
2022-09-28 13:40:00+0000,2022-09-28,13:40,6772.969999999925,33.1
2022-09-28 13:45:00+0000,2022-09-28,13:45,7786.799999999971,32.6
2022-09-28 16:00:00+0000,2022-09-28,16:00,4823.429999999999,26.2
2022-09-29 12:30:00+0000,2022-09-29,12:30,5214.689999999988,25.8
2022-09-29 14:10:00+0000,2022-09-29,14:10,5229.419999999896,29.1
2022-09-29 14:50:00+0000,2022-09-29,14:50,5009.829999999961,26.9
2022-09-30 07:05:00+0000,2022-09-30,07:05,3000.5099999999607,27.0
2022-09-30 12:25:00+0000,2022-09-30,12:25,4192.979999999955,26.8
2022-09-30 12:30:00+0000,2022-09-30,12:30,4718.949999999921,38.1
2022-10-03 14:00:00+0000,2022-10-03,14:00,7628.070000000034,29.2
2022-10-03 14:05:00+0000,2022-10-03,14:05,6596.209999999979,27.1
2022-10-03 14:20:00+0000,2022-10-03,14:20,6130.770000000009,30.6
2022-10-05 14:00:00+0000,2022-10-05,14:00,6147.059999999941,31.9
2022-10-07 12:30:00+0000,2022-10-07,12:30,9060.530000000004,49.0
2022-10-07 12:35:00+0000,2022-10-07,12:35,7437.40000000003,27.6
2022-10-10 14:30:00+0000,2022-10-10,14:30,4805.6699999999555,42.7
2022-10-11 15:55:00+0000,2022-10-11,15:55,4250.159999999981,25.7
2022-10-12 04:00:00+0000,2022-10-12,04:00,4222.339999999984,37.8
2022-10-12 07:25:00+0000,2022-10-12,07:25,6502.480000000015,25.8
2022-10-12 14:50:00+0000,2022-10-12,14:50,6327.949999999976,32.7
2022-10-13 12:30:00+0000,2022-10-13,12:30,10033.0799999998,102.9
2022-10-13 12:35:00+0000,2022-10-13,12:35,9425.930000000137,30.3
2022-10-13 12:50:00+0000,2022-10-13,12:50,5178.950000000031,25.9
2022-10-13 13:20:00+0000,2022-10-13,13:20,7544.710000000037,35.4
2022-10-13 13:45:00+0000,2022-10-13,13:45,6743.339999999978,35.5
2022-10-13 14:45:00+0000,2022-10-13,14:45,7472.250000000077,28.2
2022-10-13 15:05:00+0000,2022-10-13,15:05,5661.899999999951,31.4
2022-10-13 15:15:00+0000,2022-10-13,15:15,6601.799999999998,25.2
2022-10-13 15:20:00+0000,2022-10-13,15:20,8090.729999999888,28.0
2022-10-13 15:35:00+0000,2022-10-13,15:35,7422.320000000112,25.8
2022-10-14 13:40:00+0000,2022-10-14,13:40,8366.530000000048,26.2
2022-10-14 14:00:00+0000,2022-10-14,14:00,8867.280000000097,28.9
2022-10-20 04:15:00+0000,2022-10-20,04:15,2153.009999999985,25.9
2022-10-21 12:55:00+0000,2022-10-21,12:55,5806.0599999998885,50.7
2022-10-21 13:10:00+0000,2022-10-21,13:10,9121.460000000094,34.8
2022-10-21 13:35:00+0000,2022-10-21,13:35,9061.739999999982,25.7
2022-10-21 15:20:00+0000,2022-10-21,15:20,9115.20999999999,25.4
2022-10-21 15:45:00+0000,2022-10-21,15:45,9791.96000000006,31.0
2022-10-23 22:10:00+0000,2022-10-23,22:10,4283.51999999999,37.3
2022-10-23 23:35:00+0000,2022-10-23,23:35,7368.799999999992,36.6
2022-10-23 23:40:00+0000,2022-10-23,23:40,8781.479999999878,30.6
2022-10-24 11:45:00+0000,2022-10-24,11:45,5998.139999999922,27.7
2022-10-24 13:45:00+0000,2022-10-24,13:45,9237.490000000033,37.8
2022-10-27 12:15:00+0000,2022-10-27,12:15,4744.149999999993,28.9
2022-10-27 12:25:00+0000,2022-10-27,12:25,3182.7299999999486,25.3
2022-10-27 12:30:00+0000,2022-10-27,12:30,4977.309999999882,25.9
2022-10-27 13:15:00+0000,2022-10-27,13:15,5185.109999999887,29.7
2022-10-27 15:35:00+0000,2022-10-27,15:35,5520.810000000036,25.4
2022-10-28 08:00:00+0000,2022-10-28,08:00,4393.369999999965,26.5
2022-10-28 12:30:00+0000,2022-10-28,12:30,7054.069999999942,32.5
2022-11-01 14:00:00+0000,2022-11-01,14:00,3994.6499999998778,27.2
2022-11-01 16:05:00+0000,2022-11-01,16:05,4369.579999999912,36.6
2022-11-02 18:00:00+0000,2022-11-02,18:00,6682.709999999949,72.6
2022-11-02 18:35:00+0000,2022-11-02,18:35,9480.130000000205,67.1
2022-11-02 18:50:00+0000,2022-11-02,18:50,8085.020000000009,40.4
2022-11-02 19:05:00+0000,2022-11-02,19:05,5528.259999999947,27.4
2022-11-02 19:15:00+0000,2022-11-02,19:15,5299.5799999999745,27.3
2022-11-02 19:20:00+0000,2022-11-02,19:20,7156.930000000073,29.7
2022-11-04 11:10:00+0000,2022-11-04,11:10,5487.61999999993,26.5
2022-11-04 12:30:00+0000,2022-11-04,12:30,7966.460000000098,38.2
2022-11-04 12:35:00+0000,2022-11-04,12:35,8627.719999999936,36.7
2022-11-04 12:45:00+0000,2022-11-04,12:45,8157.429999999961,26.1
2022-11-04 12:55:00+0000,2022-11-04,12:55,7565.549999999827,31.1
2022-11-08 15:15:00+0000,2022-11-08,15:15,5693.979999999953,26.1
2022-11-09 15:00:00+0000,2022-11-09,15:00,3997.1599999999135,29.5
2022-11-09 15:05:00+0000,2022-11-09,15:05,4943.379999999943,28.3
2022-11-09 15:10:00+0000,2022-11-09,15:10,7728.680000000059,29.6
2022-11-10 10:20:00+0000,2022-11-10,10:20,4469.019999999963,26.6
2022-11-10 13:30:00+0000,2022-11-10,13:30,9413.45000000018,135.8
2022-11-10 13:35:00+0000,2022-11-10,13:35,9053.179999999958,30.0
2022-11-10 13:40:00+0000,2022-11-10,13:40,8010.34000000002,32.4
2022-11-10 13:45:00+0000,2022-11-10,13:45,7805.719999999873,42.3
2022-11-10 15:10:00+0000,2022-11-10,15:10,6039.879999999992,27.3
2022-11-14 12:55:00+0000,2022-11-14,12:55,5013.4199999999755,25.4
2022-11-15 07:20:00+0000,2022-11-15,07:20,5317.480000000004,34.9
2022-11-15 07:45:00+0000,2022-11-15,07:45,6512.609999999996,30.5
2022-11-15 13:30:00+0000,2022-11-15,13:30,9675.910000000182,68.0
2022-11-15 13:35:00+0000,2022-11-15,13:35,9338.639999999989,25.1
2022-11-15 13:40:00+0000,2022-11-15,13:40,8227.830000000009,29.3
2022-11-15 13:50:00+0000,2022-11-15,13:50,9343.820000000183,34.4
2022-11-15 18:25:00+0000,2022-11-15,18:25,8800.7000000001,59.0
2022-11-15 18:30:00+0000,2022-11-15,18:30,8090.690000000058,32.0
2022-11-15 18:40:00+0000,2022-11-15,18:40,8197.080000000064,31.5
2022-11-15 19:00:00+0000,2022-11-15,19:00,6323.799999999992,32.2
2022-11-15 19:20:00+0000,2022-11-15,19:20,8556.670000000264,40.0
2022-11-15 19:25:00+0000,2022-11-15,19:25,5298.639999999935,27.9
2022-11-15 19:55:00+0000,2022-11-15,19:55,5475.939999999935,25.1
2022-11-16 02:00:00+0000,2022-11-16,02:00,6026.690000000035,25.8
2022-11-16 13:30:00+0000,2022-11-16,13:30,9424.230000000069,29.5
2022-11-16 17:50:00+0000,2022-11-16,17:50,4512.709999999984,26.5
2022-11-23 14:45:00+0000,2022-11-23,14:45,6834.7200000000685,34.2
2022-11-23 19:00:00+0000,2022-11-23,19:00,7869.320000000073,34.3
2022-11-29 13:50:00+0000,2022-11-29,13:50,6358.81000000003,32.5
2022-11-30 18:30:00+0000,2022-11-30,18:30,10644.920000000282,47.2
2022-11-30 18:35:00+0000,2022-11-30,18:35,10500.520000000266,42.1
2022-11-30 19:05:00+0000,2022-11-30,19:05,5358.039999999956,25.4
2022-12-01 07:55:00+0000,2022-12-01,07:55,7214.370000000101,28.0
2022-12-01 13:30:00+0000,2022-12-01,13:30,6895.729999999972,35.7
2022-12-01 15:15:00+0000,2022-12-01,15:15,6460.179999999989,25.7
2022-12-02 13:30:00+0000,2022-12-02,13:30,12250.860000000215,96.5
2022-12-02 13:40:00+0000,2022-12-02,13:40,10452.240000000033,28.7
2022-12-05 15:00:00+0000,2022-12-05,15:00,8556.42999999976,45.9
2022-12-07 15:10:00+0000,2022-12-07,15:10,9814.020000000186,30.7
2022-12-09 13:30:00+0000,2022-12-09,13:30,7612.240000000037,63.6
2022-12-09 15:00:00+0000,2022-12-09,15:00,8591.290000000185,25.6
2022-12-13 13:30:00+0000,2022-12-13,13:30,8213.209999999834,95.2
2022-12-13 13:40:00+0000,2022-12-13,13:40,7853.939999999929,25.3
2022-12-13 13:45:00+0000,2022-12-13,13:45,7472.879999999875,26.0
2022-12-13 13:50:00+0000,2022-12-13,13:50,7807.829999999957,25.7
2022-12-14 19:00:00+0000,2022-12-14,19:00,7086.310000000005,47.9
2022-12-14 19:05:00+0000,2022-12-14,19:05,8758.410000000013,25.5
2022-12-14 19:30:00+0000,2022-12-14,19:30,9705.140000000094,35.7
2022-12-14 19:40:00+0000,2022-12-14,19:40,8916.239999999887,54.9
2022-12-14 19:45:00+0000,2022-12-14,19:45,8444.620000000059,28.3
2022-12-14 19:50:00+0000,2022-12-14,19:50,8721.3500000001,30.6
2022-12-15 13:15:00+0000,2022-12-15,13:15,4060.61999999998,28.8
2022-12-15 14:05:00+0000,2022-12-15,14:05,6700.1899999999505,47.6
2022-12-15 14:10:00+0000,2022-12-15,14:10,6860.639999999919,30.4
2022-12-15 14:15:00+0000,2022-12-15,14:15,5894.719999999989,27.2
2022-12-15 17:05:00+0000,2022-12-15,17:05,3823.339999999992,28.9
2022-12-20 03:00:00+0000,2022-12-20,03:00,4949.000000000019,28.5
2022-12-20 03:15:00+0000,2022-12-20,03:15,5967.54999999998,43.4
2022-12-23 13:30:00+0000,2022-12-23,13:30,8225.020000000124,27.8
2022-12-23 13:35:00+0000,2022-12-23,13:35,6208.53999999992,29.3
2022-12-26 00:55:00+0000,2022-12-26,00:55,469.1299999999984,31.8
2023-01-04 15:00:00+0000,2023-01-04,15:00,6764.1899999999805,33.1
2023-01-05 15:05:00+0000,2023-01-05,15:05,5384.609999999936,37.0
2023-01-06 13:30:00+0000,2023-01-06,13:30,7496.179999999916,48.5
2023-01-06 13:35:00+0000,2023-01-06,13:35,7603.879999999976,26.3
2023-01-06 13:40:00+0000,2023-01-06,13:40,8124.5899999998865,30.8
2023-01-06 15:00:00+0000,2023-01-06,15:00,8041.039999999859,33.6
2023-01-06 15:15:00+0000,2023-01-06,15:15,6043.769999999948,29.7
2023-01-11 18:15:00+0000,2023-01-11,18:15,5437.1999999999725,27.5
2023-01-12 13:25:00+0000,2023-01-12,13:25,4054.170000000035,44.8
2023-01-12 13:30:00+0000,2023-01-12,13:30,11179.950000000035,77.6
2023-01-12 13:35:00+0000,2023-01-12,13:35,10891.04999999997,44.7
2023-01-12 13:45:00+0000,2023-01-12,13:45,10928.600000000064,38.2
2023-01-12 14:50:00+0000,2023-01-12,14:50,8160.640000000034,27.8
2023-01-12 15:10:00+0000,2023-01-12,15:10,8206.010000000042,26.7
2023-01-17 15:00:00+0000,2023-01-17,15:00,8532.550000000007,29.1
2023-01-18 14:35:00+0000,2023-01-18,14:35,3885.650000000016,26.4
2023-01-25 15:00:00+0000,2023-01-25,15:00,6192.720000000026,25.6
2023-01-31 13:30:00+0000,2023-01-31,13:30,6616.3399999998255,28.3
2023-02-01 19:00:00+0000,2023-02-01,19:00,11275.0600000002,33.6
2023-02-01 19:30:00+0000,2023-02-01,19:30,9783.369999999924,26.4
2023-02-01 19:35:00+0000,2023-02-01,19:35,10935.549999999956,41.5
2023-02-01 19:40:00+0000,2023-02-01,19:40,11413.080000000084,39.0
2023-02-01 23:10:00+0000,2023-02-01,23:10,2911.9000000000065,29.2
2023-02-02 13:15:00+0000,2023-02-02,13:15,7786.379999999995,41.1
2023-02-02 14:35:00+0000,2023-02-02,14:35,4013.7700000000696,26.5
2023-02-03 13:30:00+0000,2023-02-03,13:30,15148.100000000191,82.7
2023-02-03 15:00:00+0000,2023-02-03,15:00,9670.210000000106,40.8
2023-02-03 15:10:00+0000,2023-02-03,15:10,7017.559999999979,26.5
2023-02-07 17:45:00+0000,2023-02-07,17:45,10580.04000000012,30.7
2023-02-07 17:55:00+0000,2023-02-07,17:55,8333.660000000065,26.0
2023-02-14 13:30:00+0000,2023-02-14,13:30,10154.10999999974,86.5
2023-02-14 13:35:00+0000,2023-02-14,13:35,9221.540000000035,39.4
2023-02-14 13:45:00+0000,2023-02-14,13:45,8461.749999999929,30.6
2023-02-14 13:50:00+0000,2023-02-14,13:50,8054.689999999892,29.3
2023-02-16 13:30:00+0000,2023-02-16,13:30,9379.310000000069,28.8
2023-02-23 13:30:00+0000,2023-02-23,13:30,8643.930000000204,25.5
2023-02-24 13:30:00+0000,2023-02-24,13:30,10732.590000000266,32.0
2023-03-07 15:00:00+0000,2023-03-07,15:00,9339.100000000048,47.5
2023-03-07 15:50:00+0000,2023-03-07,15:50,6831.609999999979,30.7
2023-03-08 15:00:00+0000,2023-03-08,15:00,8854.640000000085,26.9
2023-03-08 15:20:00+0000,2023-03-08,15:20,7467.720000000056,32.9
2023-03-10 13:30:00+0000,2023-03-10,13:30,7154.439999999912,42.1
2023-03-14 12:30:00+0000,2023-03-14,12:30,9786.71000000006,49.8
2023-03-14 12:35:00+0000,2023-03-14,12:35,9717.679999999908,28.1
2023-03-15 10:35:00+0000,2023-03-15,10:35,5805.620000000019,25.5
2023-03-15 12:05:00+0000,2023-03-15,12:05,3320.7799999999497,26.1
2023-03-15 13:25:00+0000,2023-03-15,13:25,4589.059999999945,28.3
2023-03-15 18:25:00+0000,2023-03-15,18:25,6581.6999999999925,36.0
2023-03-16 12:40:00+0000,2023-03-16,12:40,6612.200000000021,43.9
2023-03-16 13:15:00+0000,2023-03-16,13:15,7886.659999999973,31.5
2023-03-16 13:20:00+0000,2023-03-16,13:20,6513.250000000009,48.5
2023-03-16 13:25:00+0000,2023-03-16,13:25,6685.880000000045,27.6
2023-03-16 13:50:00+0000,2023-03-16,13:50,3941.890000000008,35.8
2023-03-22 18:00:00+0000,2023-03-22,18:00,7868.000000000052,60.9
2023-03-22 18:35:00+0000,2023-03-22,18:35,7727.709999999949,34.8
2023-03-22 18:40:00+0000,2023-03-22,18:40,7650.050000000027,31.6
2023-03-22 18:45:00+0000,2023-03-22,18:45,7615.639999999945,31.2
2023-03-22 19:00:00+0000,2023-03-22,19:00,8155.539999999976,25.2
2023-03-24 08:05:00+0000,2023-03-24,08:05,5949.030000000008,41.1
2023-03-24 08:15:00+0000,2023-03-24,08:15,5118.37000000002,27.7
2023-03-24 09:45:00+0000,2023-03-24,09:45,6477.109999999964,33.7
2023-04-02 22:30:00+0000,2023-04-02,22:30,2053.28000000001,25.5
2023-04-04 14:00:00+0000,2023-04-04,14:00,7717.210000000124,30.8
2023-04-05 14:00:00+0000,2023-04-05,14:00,7190.10999999997,27.1
2023-04-07 12:30:00+0000,2023-04-07,12:30,5963.95000000003,27.7
2023-04-12 12:30:00+0000,2023-04-12,12:30,10397.28999999995,62.3
2023-04-14 12:30:00+0000,2023-04-14,12:30,9095.719999999996,44.8
2023-04-20 12:30:00+0000,2023-04-20,12:30,7532.09000000005,29.6
2023-04-21 13:45:00+0000,2023-04-21,13:45,8259.179999999982,29.1
2023-04-26 13:20:00+0000,2023-04-26,13:20,4833.8700000000035,38.5
2023-04-27 12:30:00+0000,2023-04-27,12:30,9101.300000000092,42.3
2023-04-28 12:30:00+0000,2023-04-28,12:30,8352.600000000046,30.9
2023-05-02 14:00:00+0000,2023-05-02,14:00,7520.960000000009,28.2
2023-05-03 18:00:00+0000,2023-05-03,18:00,8229.79000000006,44.4
2023-05-04 12:15:00+0000,2023-05-04,12:15,7865.590000000139,38.0
2023-05-04 13:00:00+0000,2023-05-04,13:00,8015.259999999884,32.1
2023-05-04 13:05:00+0000,2023-05-04,13:05,6817.0800000000245,32.8
2023-05-05 12:30:00+0000,2023-05-05,12:30,10192.990000000153,39.4
2023-05-10 12:30:00+0000,2023-05-10,12:30,9358.379999999986,45.2
2023-05-19 15:15:00+0000,2023-05-19,15:15,6854.339999999929,25.6
2023-05-31 14:00:00+0000,2023-05-31,14:00,7529.739999999953,26.8
2023-06-02 12:30:00+0000,2023-06-02,12:30,8910.490000000056,28.8
2023-06-05 14:00:00+0000,2023-06-05,14:00,8363.489999999956,34.1
2023-06-13 12:30:00+0000,2023-06-13,12:30,9373.710000000056,39.6
2023-06-14 18:00:00+0000,2023-06-14,18:00,7210.300000000032,47.3
2023-06-15 12:15:00+0000,2023-06-15,12:15,4454.479999999953,25.1
2023-06-15 12:30:00+0000,2023-06-15,12:30,7766.43000000004,35.3
2023-06-23 07:15:00+0000,2023-06-23,07:15,5899.129999999894,38.6
2023-06-23 07:30:00+0000,2023-06-23,07:30,5722.549999999949,25.9
2023-06-29 12:30:00+0000,2023-06-29,12:30,7352.209999999895,32.1
2023-07-06 12:15:00+0000,2023-07-06,12:15,7637.479999999988,36.3
2023-07-06 14:05:00+0000,2023-07-06,14:05,5600.089999999984,26.0
2023-07-07 12:30:00+0000,2023-07-07,12:30,8340.46999999996,37.8
2023-07-12 12:30:00+0000,2023-07-12,12:30,8352.049999999943,45.9
2023-07-13 12:30:00+0000,2023-07-13,12:30,7475.789999999972,26.6
2023-07-18 12:30:00+0000,2023-07-18,12:30,8277.599999999955,42.4
2023-07-24 07:30:00+0000,2023-07-24,07:30,7082.0600000000395,44.4
2023-07-26 18:35:00+0000,2023-07-26,18:35,8695.159999999985,29.5
2023-07-27 12:15:00+0000,2023-07-27,12:15,7144.230000000013,25.9
2023-07-27 13:00:00+0000,2023-07-27,13:00,8225.460000000006,29.1
2023-08-04 12:30:00+0000,2023-08-04,12:30,9609.390000000058,43.7
2023-08-04 12:40:00+0000,2023-08-04,12:40,7312.1300000000065,25.4
2023-08-10 12:30:00+0000,2023-08-10,12:30,9144.100000000004,35.4
2023-08-15 12:30:00+0000,2023-08-15,12:30,8338.099999999993,29.1
2023-08-23 07:30:00+0000,2023-08-23,07:30,6259.619999999934,54.6
2023-08-25 14:00:00+0000,2023-08-25,14:00,6320.289999999968,44.7
2023-08-25 14:05:00+0000,2023-08-25,14:05,6814.499999999957,26.0
2023-08-25 14:15:00+0000,2023-08-25,14:15,7064.559999999942,30.1
2023-08-29 14:00:00+0000,2023-08-29,14:00,7662.8599999999615,45.1
2023-09-01 12:30:00+0000,2023-09-01,12:30,7941.430000000013,43.6
2023-09-01 14:00:00+0000,2023-09-01,14:00,7958.569999999905,28.7
2023-09-06 14:00:00+0000,2023-09-06,14:00,7611.390000000002,35.0
2023-09-12 01:10:00+0000,2023-09-12,01:10,2332.9299999999994,25.0
2023-09-13 12:30:00+0000,2023-09-13,12:30,9826.190000000046,36.8
2023-09-13 12:35:00+0000,2023-09-13,12:35,8562.839999999811,29.6
2023-09-14 12:15:00+0000,2023-09-14,12:15,8186.209999999864,56.2
2023-09-14 12:30:00+0000,2023-09-14,12:30,7851.119999999902,45.1
2023-09-20 18:00:00+0000,2023-09-20,18:00,8022.090000000015,52.6
2023-09-20 18:30:00+0000,2023-09-20,18:30,7560.609999999916,25.5
2023-09-22 07:15:00+0000,2023-09-22,07:15,7663.689999999948,49.3
