ts,open,high,low,close,volume
2020-09-03 02:45:00+00:00,1.18283,1.18284,1.18217,1.18272,6564.400000000012
2020-09-03 03:00:00+00:00,1.1827,1.18277,1.18231,1.18255,4868.859999999982
2020-09-03 03:15:00+00:00,1.18255,1.18271,1.18211,1.18222,6012.9399999999605
2020-09-03 03:30:00+00:00,1.18222,1.18251,1.18217,1.18225,3990.6799999999835
2020-09-03 03:45:00+00:00,1.18225,1.18233,1.18201,1.18208,3379.7799999999847
2020-09-03 04:00:00+00:00,1.18208,1.18253,1.18137,1.18147,3820.469999999988
2020-09-03 04:15:00+00:00,1.18144,1.18165,1.18101,1.18107,6741.459999999981
2020-09-03 04:30:00+00:00,1.18107,1.18144,1.18079,1.1809,5629.829999999965
2020-09-03 04:45:00+00:00,1.18088,1.18115,1.18045,1.18101,6411.009999999979
2020-09-03 05:00:00+00:00,1.18102,1.18108,1.18044,1.18092,7202.559999999982
2020-09-03 05:15:00+00:00,1.18091,1.18122,1.18051,1.18054,4122.499999999973
2020-09-03 05:30:00+00:00,1.18052,1.18068,1.17965,1.17973,7916.0099999999375
2020-09-03 05:45:00+00:00,1.17972,1.18048,1.1797,1.1802,9360.969999999956
2020-09-03 06:00:00+00:00,1.1802,1.18066,1.17944,1.18053,11108.09999999995
2020-09-03 06:15:00+00:00,1.18053,1.18078,1.18026,1.18055,8840.309999999907
2020-09-03 06:30:00+00:00,1.18055,1.18068,1.17966,1.1797,10072.539999999932
2020-09-03 06:45:00+00:00,1.1797,1.18022,1.17893,1.1798,16509.209999999854
2020-09-03 07:00:00+00:00,1.17979,1.18095,1.17889,1.18076,18829.4000000001
2020-09-03 07:15:00+00:00,1.18076,1.18157,1.18044,1.18102,13361.489999999827
2020-09-03 07:30:00+00:00,1.18103,1.18187,1.18098,1.1818,14173.289999999817
2020-09-03 07:45:00+00:00,1.1818,1.18205,1.18109,1.18175,11986.309999999978
2020-09-03 08:00:00+00:00,1.18175,1.1829,1.18172,1.18188,12153.939999999731
2020-09-03 08:15:00+00:00,1.18189,1.18247,1.18151,1.18213,9435.429999999913
2020-09-03 08:30:00+00:00,1.18212,1.18361,1.18195,1.18336,10780.56999999991
2020-09-03 08:45:00+00:00,1.18338,1.18359,1.18294,1.18325,9126.780000000008
2020-09-03 09:00:00+00:00,1.18323,1.18347,1.18216,1.18243,10941.339999999916
2020-09-03 09:15:00+00:00,1.18242,1.18332,1.18193,1.18268,11751.180000000031
2020-09-03 09:30:00+00:00,1.18269,1.18354,1.18244,1.18313,11466.510000000146
2020-09-03 09:45:00+00:00,1.18313,1.18359,1.18213,1.1823,9300.309999999998
2020-09-03 10:00:00+00:00,1.1823,1.18238,1.18162,1.18217,9274.11000000001
2020-09-03 10:15:00+00:00,1.18216,1.18288,1.18136,1.18241,8944.999999999978
2020-09-03 10:30:00+00:00,1.1824,1.18253,1.18146,1.18169,9962.860000000033
2020-09-03 10:45:00+00:00,1.18168,1.1817,1.18112,1.18123,9830.190000000148
2020-09-03 11:00:00+00:00,1.18122,1.18132,1.18016,1.18082,10773.690000000122
2020-09-03 11:15:00+00:00,1.18082,1.18133,1.18046,1.18074,7718.740000000047
2020-09-03 11:30:00+00:00,1.18074,1.18132,1.1806,1.1806,6813.720000000039
2020-09-03 11:45:00+00:00,1.18061,1.18136,1.18021,1.18133,11374.790000000185
2020-09-03 12:00:00+00:00,1.18133,1.18186,1.18067,1.18129,12904.180000000113
2020-09-03 12:15:00+00:00,1.18128,1.18229,1.18095,1.18186,13491.760000000108
2020-09-03 12:30:00+00:00,1.18186,1.18412,1.1818,1.18335,12717.340000000246
2020-09-03 12:45:00+00:00,1.18335,1.18339,1.18265,1.18323,9681.690000000002
2020-09-03 13:00:00+00:00,1.18323,1.18348,1.18272,1.18342,10304.93000000003
2020-09-03 13:15:00+00:00,1.18342,1.18466,1.1834,1.18464,10821.110000000046
2020-09-03 13:30:00+00:00,1.18462,1.18489,1.18356,1.18381,12336.520000000139
